steer,gas,brake
0.9998298,0.999786,2.3841858e-07
-0.96611965,0.99999964,0.0
-1.0,0.99999994,0.0
-0.099236116,0.9999982,0.0
0.47628385,0.99998915,0.0
1.0,0.99815416,5.9604645e-08
-1.0,1.0,0.0
-0.99999994,0.99999994,0.0
1.0,0.60578716,0.0018149614
-1.0,1.0,0.0
-0.99999976,1.0,0.0
-0.999668,0.9999999,0.0
-1.0,0.9999999,0.0
-0.99999005,0.99978936,6.0498714e-06
-1.0,0.99999976,0.0
0.86760235,0.99995124,5.9604645e-08
0.99825436,0.9997071,6.2584877e-07
0.9849774,0.9999985,0.0
-0.6363475,0.9999931,0.0
-1.0,0.9999999,0.0
-0.99546564,0.9990532,2.4586916e-05
-1.0,0.99999905,0.0
-1.0,0.99999964,0.0
-0.69921494,0.9999781,2.9802322e-08
-1.0,0.9999999,0.0
-0.9995824,0.99952793,1.0967255e-05
-1.0,0.999972,3.2782555e-07
1.0,0.99902666,3.874302e-07
-0.99994266,0.99998856,2.9802322e-08
-0.99999994,0.99999833,0.0
-1.0,1.0,0.0
-1.0,0.9999658,5.066395e-07
-0.99942183,0.99999964,0.0
-0.89694756,0.9999984,0.0
-0.99999976,0.99999994,0.0
-1.0,0.9999993,0.0
-0.99999005,0.9999999,0.0
-0.9997767,0.9999795,5.9604645e-08
-0.9833898,0.9999994,0.0
-0.99999976,0.99993,1.6391277e-06
1.0,0.9997666,2.9802322e-08
1.0,0.9996913,2.9802322e-08
-0.99999684,0.99999845,0.0
-1.0,0.999997,0.0
-1.0,0.9995917,3.4451485e-05
0.999998,0.9999622,0.0
-1.0,1.0,0.0
-1.0,0.9999942,6.854534e-07
-0.9999993,0.9999997,0.0
-1.0,0.99999976,0.0
-0.01645862,0.99999964,0.0
-1.0,1.0,0.0
-0.76433855,0.9986901,3.4838915e-05
1.0,0.9995694,0.0
0.99996525,0.9989917,3.874302e-06
0.99998426,0.9998545,1.1920929e-07
-1.0,0.99999785,0.0
-1.0,1.0,0.0
-0.9637245,0.99999994,0.0
1.0,0.9977801,4.261732e-06
1.0,0.99986553,2.9802322e-08
-1.0,0.99999964,0.0
-0.9844483,0.99999297,0.0
0.9831569,0.9999779,0.0
-0.9999995,0.9999784,1.4901161e-07
-0.99984044,0.999996,0.0
-0.9912363,0.9999995,0.0
-1.0,0.99999976,0.0
-0.99942,0.99933374,2.05338e-05
-1.0,1.0,0.0
-1.0,1.0,0.0
-0.89676976,0.9999843,0.0
-0.08141375,0.99996567,5.9604645e-08
-0.9999999,0.99998873,5.9604645e-08
-1.0,0.9999994,0.0
-0.92204046,0.9999572,8.940697e-08
-0.9999999,0.9999999,0.0
-1.0,0.9999999,0.0
0.15276663,0.99999505,0.0
1.0,0.9966823,9.536743e-07
1.0,0.9999461,0.0
1.0,0.9999279,0.0
-0.9632237,0.99999774,0.0
-1.0,0.9999677,2.1755695e-06
1.0,0.9998083,2.9802322e-08
0.9493228,0.9999678,2.9802322e-08
0.99999994,0.9995259,2.9802322e-07
-1.0,0.9999999,0.0
1.0,0.9997556,2.9802322e-08
1.0,0.98875636,1.8060207e-05
-0.99836427,0.9999654,1.1920929e-07
0.9926612,0.9988086,7.0035458e-06
-1.0,0.99999994,0.0
-1.0,0.99999976,0.0
-0.99987787,0.9995984,1.0341406e-05
-1.0,0.9999999,0.0
1.0,0.99994624,0.0
-1.0,0.99997425,2.7120113e-06
-1.0,0.999998,0.0
1.0,0.995733,4.4703484e-07
-0.34120667,0.99999744,0.0
1.0,0.99166673,1.9669533e-06
0.99999976,0.9998606,5.9604645e-08
-0.94924635,0.9999748,2.9802322e-08
-1.0,0.9995066,5.5283308e-05
1.0,0.9985043,5.066395e-07
-1.0,1.0,0.0
-1.0,0.99999964,0.0
1.0,0.99857724,1.3411045e-06
0.9999997,0.99897116,1.1920929e-06
-1.0,0.9999972,0.0
-1.0,0.99999917,0.0
1.0,0.9993262,5.9604645e-08
-1.0,1.0,0.0
-0.98150647,0.9996643,3.8146973e-06
-1.0,0.9998887,7.0631504e-06
-0.19563943,0.99997175,2.9802322e-08
-1.0,1.0,0.0
-1.0,0.99999875,0.0
-0.9281567,0.99916804,1.4126301e-05
1.0,0.9999721,0.0
0.99999964,0.9998166,8.940697e-08
-1.0,1.0,0.0
-1.0,0.9999998,0.0
-0.9932502,0.9999888,2.9802322e-08
-1.0,0.99999875,0.0
-0.9999885,0.99999976,0.0
0.9302568,0.9999492,2.9802322e-08
-0.99999994,0.99999976,0.0
0.8287119,0.999833,2.9802322e-07
-1.0,0.9999995,0.0
-0.8901247,0.99998546,0.0
-1.0,0.999999,0.0
0.39020467,0.9999976,0.0
-1.0,0.99998254,2.9802322e-07
-0.47270647,0.999998,0.0
1.0,0.99846613,6.556511e-07
-1.0,0.9999999,0.0
0.50314355,0.99999714,0.0
-1.0,0.99987215,4.529953e-06
0.9999888,0.9999757,0.0
1.0,0.9999113,0.0
0.999967,0.995521,4.181266e-05
0.9999167,0.9999907,0.0
-1.0,0.99999994,0.0
-0.9990985,0.99999976,0.0
-1.0,1.0,0.0
0.9999999,0.99996805,0.0
-1.0,0.99999845,2.9802322e-08
-1.0,0.9999788,4.172325e-07
-1.0,0.9999541,9.23872e-07
-1.0,0.99999994,0.0
-1.0,0.99999976,0.0
-1.0,0.9999919,1.7881393e-07
1.0,0.9702469,1.7344952e-05
